 CAT,  YEAR, MO, DAY, ORIG_TIME,  LAT,  LON, DEP, MAG, IEFM, DTS, DIST
 PDE,   1985,   12, 06, 084736.61,   7.35,  -73.82,  33,     ,   ,   ,   .. .       
 PDE,   1985,   12, 13, 001613.71,  10.31,  -73.43, 111, 4.20, mb, GS,   .. .       
 PDE,   1985,   12, 28, 193454.50,   6.94,  -73.14, 156,     ,   ,   ,   .. .       
 PDE,   1986,   01, 01, 214859.40,  12.66,  -61.04, 100,     ,   ,   ,   .. .       
 PDE,   1986,   01, 04, 031438.35,  11.33,  -63.70,  23, 4.30, mb, GS,   .F .       
 PDE,   1986,   01, 20, 034143.61,   6.96,  -73.06, 159,     ,   ,   ,   .. .       
 PDE,   1986,   01, 27, 204424.86,   6.96,  -73.15, 156, 4.40, mb, GS,   .. .       
 PDE,   1986,   02, 26, 114114.03,   9.65,  -61.40,  54, 4.60, Ms, GS,   .. .       
 PDE,   1986,   02, 28, 011256.65,   9.62,  -61.40,  45, 4.50, mb, GS,   .F .       
 PDE,   1986,   02, 28, 183442.82,   7.01,  -73.28, 145,     ,   ,   ,   .. .       
 PDE,   1986,   03, 25, 071033.19,  10.34,  -62.56,  10, 4.70, mb, GS,   .F .       
 PDE,   1986,   03, 31, 011923.91,   6.81,  -73.05, 159, 5.00, mb, GS,   .F .       
 PDE,   1986,   04, 07, 123552.75,  10.03,  -61.90,  33, 4.30, mb, GS,   5F .       
 PDE,   1986,   04, 11, 092541.44,   6.96,  -73.19, 153,     ,   ,   ,   .. .       
 PDE,   1986,   04, 11, 125906.90,  12.29,  -59.43,  53, 5.00, mb, GS,   .. .       
 PDE,   1986,   04, 14, 050520.58,  10.44,  -60.76,  55,     ,   ,   ,   .. .       
 PDE,   1986,   04, 15, 225705.50,  10.96,  -61.78,  47, 3.70, UK,TRN,   2F .       
 PDE,   1986,   04, 20, 070955.62,   6.36,  -72.33,  33,     ,   ,   ,   .. .       
 PDE,   1986,   04, 22, 003659.87,   7.16,  -73.46, 139,     ,   ,   ,   .. .       
 PDE,   1986,   05, 07, 163715.90,  10.30,  -62.34,  21, 4.50, mb, GS,   3F .       
 PDE,   1986,   05, 12, 215956.19,   6.90,  -73.09, 153, 5.00, mb, GS,   .. .       
 PDE,   1986,   05, 16, 001537.35,   6.65,  -72.89, 176, 4.50, mb, GS,   .. .       
 PDE,   1986,   05, 17, 223415.02,   6.84,  -73.14, 164, 4.80, mb, GS,   .. .       
 PDE,   1986,   05, 30, 142608.21,  10.53,  -62.57, 121, 4.30, mb, GS,   .. .       
 PDE,   1986,   06, 07, 163746.97,   6.84,  -72.99, 165, 4.80, mb, GS,   .F .       
 PDE,   1986,   06, 11, 134801.39,  10.60,  -62.93,  18, 6.20, Ms, GS,   7CFM       
 PDE,   1986,   06, 11, 193732.02,  10.37,  -62.98,  20, 4.60, mb, GS,   .. .       
 PDE,   1986,   06, 12, 132347.82,  10.36,  -62.95,  20, 4.50, mb, GS,   .. .       
 PDE,   1986,   06, 13, 081415.62,   8.86,  -73.42, 145,     ,   ,   ,   .. .       
 PDE,   1986,   06, 24, 064020.46,  10.14,  -72.71, 155, 4.00, mb, GS,   .. .       
 PDE,   1986,   06, 25, 061801.66,   6.78,  -72.98, 167, 4.40, mb, GS,   .. .       
 PDE,   1986,   06, 26, 231432.96,   6.88,  -73.10, 159, 4.80, mb, GS,   .. .       
 PDE,   1986,   06, 29, 201150.45,   6.77,  -73.01, 159, 5.30, mb, GS,   .F M       
 PDE,   1986,   06, 30, 200958.90,  10.06,  -72.00,  33,     ,   ,   ,   .F .       
 PDE,   1986,   07, 05, 163652.40,   9.88,  -72.92,  33, 4.60, mb, GS,   .. .       
 PDE,   1986,   07, 07, 210908.93,  10.61,  -62.98,  35, 4.30, mb, GS,   .. .       
 PDE,   1986,   07, 11, 080028.69,  10.57,  -63.26,  33, 4.80, mb, GS,   .F .       
 PDE,   1986,   07, 14, 031831.24,  10.64,  -63.22,  33, 4.60, ML,FDF,   .F .       
 PDE,   1986,   07, 14, 032043.54,  10.76,  -63.23,  33, 4.80, ML,FDF,   .. .       
 PDE,   1986,   07, 18, 172238.24,  10.77,  -69.43,   7, 5.90, mb, GS,   .C M       
 PDE,   1986,   07, 19, 002131.77,  10.92,  -69.39,  10, 4.90, mb, GS,   .. .       
 PDE,   1986,   08, 18, 182049.78,   6.81,  -72.97, 160, 4.60, mb, GS,   .. .       
 PDE,   1986,   08, 18, 205553.56,  10.35,  -67.01,  10, 4.80, mb, GS,   .F .       
 PDE,   1986,   08, 21, 012322.06,   7.93,  -72.92,  10, 4.60, mb, GS,   .. .       
 PDE,   1986,   08, 25, 172504.17,  10.19,  -67.07,  10, 4.90, mb, GS,   .F .       
 PDE,   1986,   08, 26, 032009.31,  10.67,  -62.90,  10, 4.10, mb, GS,   .F .       
 PDE,   1986,   08, 26, 033622.35,  10.12,  -67.04,  10,     ,   ,   ,   .. .       
 PDE,   1986,   09, 07, 000837.59,   6.77,  -73.00, 167, 4.20, mb, GS,   .. .       
 PDE,   1986,   09, 08, 060329.99,   6.84,  -73.13, 160, 4.60, mb, GS,   .. .       
 PDE,   1986,   09, 12, 003450.42,  10.86,  -69.39,  20, 4.60, mb, GS,   .. .       
 PDE,   1986,   09, 20, 055423.64,   8.49,  -73.50,  48, 4.40, mb, GS,   .. .       
 PDE,   1986,   09, 30, 171625.88,   6.84,  -73.17, 160, 4.60, mb, GS,   .. .       
 PDE,   1986,   10, 01, 103843.78,   6.85,  -73.18, 156, 4.80, mb, GS,   .. .       
 PDE,   1986,   10, 01, 223236.54,   8.30,  -61.72,  33,     ,   ,   ,   .F .       
 PDE,   1986,   10, 02, 060109.85,  11.02,  -61.36,  84, 4.40, UK,FDF,   3F .       
 PDE,   1986,   10, 07, 064209.70,   6.83,  -73.05, 157, 5.00, mb, GS,   .F .       
 PDE,   1986,   10, 13, 232319.05,   6.49,  -72.49,  90,     ,   ,   ,   .. .       
 PDE,   1986,   10, 17, 164511.80,   6.82,  -73.01, 159, 5.10, mb, GS,   .F .       
 PDE,   1986,   10, 21, 155752.31,  10.35,  -62.64,  37, 5.00, mb, GS,   .F .       
 PDE,   1986,   10, 24, 124223.16,   6.99,  -73.29, 158, 5.10, mb, GS,   .. .       
 PDE,   1986,   10, 25, 162722.58,  10.73,  -63.41,  30,     ,   ,   ,   .. .       
 PDE,   1986,   10, 31, 020639.56,   6.99,  -71.51,  33, 5.30, mb, GS,   .. .       
 PDE,   1986,   10, 31, 070552.77,   6.76,  -73.02, 166, 5.20, mb, GS,   .F M       
 PDE,   1986,   11, 02, 234910.51,   7.01,  -73.08, 158,     ,   ,   ,   .. .       
 PDE,   1986,   11, 04, 034618.42,   8.67,  -73.01,  10, 4.40, mb, GS,   .. .       
 PDE,   1986,   11, 07, 090734.68,  10.34,  -61.90,  10, 4.50, UK,FDF,   .F .       
 PDE,   1986,   11, 09, 181051.65,   6.81,  -73.00, 163, 4.30, mb, GS,   .. .       
 PDE,   1986,   11, 14, 172624.06,  10.75,  -63.28,  10, 5.00, mb, GS,   .F .       
 PDE,   1986,   11, 17, 123623.50,  10.43,  -62.99,  10,     ,   ,   ,   .. .       
 PDE,   1986,   11, 18, 195139.59,   6.74,  -72.99, 165, 4.80, mb, GS,   .F .       
 PDE,   1986,   11, 26, 144755.71,  12.97,  -59.88,  26, 4.30, ML,FDF,   .. .       
 PDE,   1986,   12, 01, 092103.11,   6.90,  -73.26, 165, 5.10, mb, GS,   .. .       
 PDE,   1986,   12, 14, 013546.63,   6.72,  -73.31, 146, 4.00, mb, GS,   .. .       
 PDE,   1986,   12, 16, 162147.22,  10.87,  -61.98, 131, 4.10, mb, GS,   3F .       
 PDE,   1986,   12, 27, 234615.74,   6.69,  -72.94, 179, 4.50, mb, GS,   .. .       
 PDE,   1986,   12, 30, 184242.42,   6.78,  -73.41, 186,     ,   ,   ,   .. .       
 PDE,   1987,   01, 20, 035902.59,   6.92,  -72.14,  42, 4.80, mb, GS,   .F .       
 PDE,   1987,   02, 07, 223157.66,  10.34,  -62.70,  10, 5.00, mb, GS,   .F .       
 PDE,   1987,   02, 08, 002332.28,   9.35,  -61.82,  10,     ,   ,   ,   .. .       
 PDE,   1987,   02, 26, 053902.98,   6.80,  -73.03, 159, 4.20, mb, GS,   .. .       
 PDE,   1987,   03, 01, 124200.14,   6.86,  -72.93, 179,     ,   ,   ,   .. .       
 PDE,   1987,   03, 06, 082916.10,  10.92,  -61.80,  33, 3.70, MD,TRN,   4F .       
 PDE,   1987,   03, 06, 135811.78,   6.74,  -73.04, 171, 4.90, mb, GS,   .. .       
 PDE,   1987,   03, 07, 002339.17,   6.79,  -72.96, 167, 4.80, mb, GS,   .. .       
 PDE,   1987,   03, 07, 013722.74,   6.78,  -73.01, 167, 4.90, mb, GS,   .. .       
 PDE,   1987,   03, 20, 143320.74,   6.81,  -72.98, 165, 4.30, mb, GS,   .. .       
 PDE,   1987,   03, 22, 071732.03,   6.78,  -73.03, 163, 4.50, mb, GS,   .. .       
 PDE,   1987,   03, 23, 190641.16,  10.08,  -72.75,  33,     ,   ,   ,   .. .       
 PDE,   1987,   03, 28, 094613.17,   6.34,  -73.01, 162,     ,   ,   ,   .. .       
 PDE,   1987,   03, 29, 222734.69,   6.37,  -72.98, 163, 4.10, mb, GS,   .. .       
 PDE,   1987,   04, 03, 060947.91,   6.90,  -73.08, 160,     ,   ,   ,   .. .       
 PDE,   1987,   04, 09, 141308.63,   6.85,  -72.96, 173, 4.70, mb, GS,   .. .       
 PDE,   1987,   04, 11, 181736.14,   6.63,  -73.01, 185, 4.80, mb, GS,   .. .       
 PDE,   1987,   04, 12, 103056.07,   7.84,  -73.17, 152, 4.50, mb, GS,   .. .       
 PDE,   1987,   04, 16, 013837.85,   6.86,  -73.02, 162,     ,   ,   ,   .. .       
 PDE,   1987,   04, 18, 231521.21,  10.94,  -62.40,  98, 4.80, mb, GS,   .F .       
 PDE,   1987,   04, 22, 173423.39,  11.50,  -69.60,  10, 3.70, Ms, GS,   .F .       
 PDE,   1987,   05, 06, 042904.08,  10.77,  -62.52,  33,     ,   ,   ,   .. .       
 PDE,   1987,   05, 09, 091810.68,  10.48,  -73.34,  33, 4.70, mb, GS,   .. .       
 PDE,   1987,   05, 10, 174350.59,   6.82,  -73.05, 160, 4.80, mb, GS,   .. .       
 PDE,   1987,   05, 13, 230759.89,  11.32,  -61.56,  10, 4.00, ML,TRN,   2F .       
 PDE,   1987,   05, 26, 051016.25,   6.99,  -73.19, 155,     ,   ,   ,   .. .       
 PDE,   1987,   06, 01, 034032.73,  11.98,  -62.03, 142, 5.00, mb, GS,   4F M       
 PDE,   1987,   06, 02, 132313.61,   7.57,  -72.10,  33, 3.90, mb, GS,   .. .       
 PDE,   1987,   06, 17, 220750.68,   6.79,  -73.04, 153,     ,   ,   ,   .. .       
 PDE,   1987,   07, 02, 055331.96,   8.44,  -61.69,  33,     ,   ,   ,   .. .       
 PDE,   1987,   07, 04, 171652.19,  10.90,  -62.16,  77, 4.70, mb, GS,   .F .       
 PDE,   1987,   07, 14, 101616.52,   9.69,  -69.67,  10,     ,   ,   ,   .F .       
 PDE,   1987,   07, 19, 125432.58,   6.99,  -73.19, 158, 4.10, mb, GS,   .. .       
 PDE,   1987,   07, 25, 220938.94,   6.86,  -72.99, 155, 4.80, mb, GS,   .. .       
 PDE,   1987,   07, 27, 032015.65,  10.29,  -62.38,  10, 4.60, mb, GS,   .. .       
 PDE,   1987,   08, 07, 155032.63,   6.86,  -73.04, 165, 4.50, mb, GS,   .. .       
 PDE,   1987,   08, 30, 140204.63,   6.84,  -72.99, 169, 4.60, mb, GS,   .. .       
 PDE,   1987,   09, 01, 150825.14,  11.68,  -73.63,  77,     ,   ,   ,   .F .       
 PDE,   1987,   09, 03, 100508.46,  11.17,  -61.95,  83,     ,   ,   ,   3F .       
 PDE,   1987,   09, 09, 114303.50,   6.82,  -73.03, 169, 4.60, mb, GS,   .. .       
 PDE,   1987,   09, 10, 103232.04,   6.86,  -73.18, 155, 4.90, mb, GS,   .F .       
 PDE,   1987,   09, 14, 180922   ,   6.90,  -73.19, 158, 4.50, mb, GS,   .. .       
 PDE,   1987,   09, 15, 201557.96,   6.39,  -72.40,  33,     ,   ,   ,   .. .       
 PDE,   1987,   09, 17, 225311.69,  10.79,  -61.13,  10, 4.10, MD,TRN,   4F .       
 PDE,   1987,   09, 17, 234630.58,  10.81,  -61.14,  10, 4.10, MD,TRN,   4F .       
 PDE,   1987,   09, 23, 145926.86,   6.97,  -73.17, 154, 4.40, mb, GS,   .. .       
 PDE,   1987,   09, 27, 052452.63,   6.83,  -73.06, 158,     ,   ,   ,   .. .       
 PDE,   1987,   09, 27, 233308.09,  10.19,  -61.90,  33,     ,   ,   ,   .. .       
 PDE,   1987,   10, 23, 101309.12,   6.80,  -72.98, 165, 4.70, mb, GS,   .. .       
 PDE,   1987,   11, 01, 210330.80,   6.82,  -73.00, 161, 4.40, mb, GS,   .. .       
 PDE,   1987,   11, 02, 090915.14,   6.85,  -73.10, 159, 4.60, mb, GS,   .. .       
 PDE,   1987,   11, 02, 182601.23,   6.93,  -73.24, 149,     ,   ,   ,   .. .       
 PDE,   1987,   11, 05, 052811.36,  10.95,  -62.48, 103, 4.80, mb, GS,   .. .       
 PDE,   1987,   11, 14, 150821.66,   6.81,  -73.11, 159, 4.80, mb, GS,   .. .       
 PDE,   1987,   11, 18, 022345.92,   6.74,  -72.93, 164, 4.20, mb, GS,   .. .       
 PDE,   1987,   11, 18, 235441.39,   6.97,  -73.27, 151, 4.30, mb, GS,   .. .       
 PDE,   1987,   11, 22, 153347.79,   6.97,  -73.30, 153,     ,   ,   ,   .. .       
 PDE,   1987,   11, 29, 120438.01,   6.85,  -72.96, 174, 4.70, mb, GS,   .. .       
 PDE,   1987,   12, 30, 083121.60,   6.83,  -73.04, 166,     ,   ,   ,   .. .       
 PDE,   1988,   01, 11, 011946.62,   6.78,  -73.86,  33,     ,   ,   ,   .. .       
 PDE,   1988,   01, 18, 043202.52,   6.76,  -73.04, 162,     ,   ,   ,   .. .       
 PDE,   1988,   01, 18, 073517.08,   6.86,  -73.01, 156, 4.80, mb, GS,   .. .       
 PDE,   1988,   01, 19, 220831.78,  10.80,  -61.60,  63, 4.60, mb, GS,   5F .       
 PDE,   1988,   01, 26, 052848.89,   6.85,  -73.08, 165, 4.30, mb, GS,   .. .       
 PDE,   1988,   01, 26, 125207.58,   6.87,  -73.74,  33,     ,   ,   ,   .. .       
 PDE,   1988,   01, 27, 081635.31,   6.90,  -73.15, 166,     ,   ,   ,   .. .       
 PDE,   1988,   01, 31, 071551.14,  10.76,  -62.41,  97, 4.50, mb, GS,   4F .       
 PDE,   1988,   02, 02, 234616.77,   6.86,  -73.02, 152, 5.20, mb, GS,   .. .       
 PDE,   1988,   02, 10, 230558.57,   6.88,  -73.04, 147, 4.90, mb, GS,   .. .       
 PDE,   1988,   02, 21, 212606.09,   7.98,  -71.81,  33, 4.60, mb, GS,   .. .       
 PDE,   1988,   02, 25, 104748.66,   8.08,  -71.89,  30, 4.60, mb, GS,   .. .       
 PDE,   1988,   02, 27, 045027.11,   6.82,  -73.02, 157, 4.90, mb, GS,   .. .       
 PDE,   1988,   03, 09, 172949.94,   6.84,  -73.04, 157, 4.70, mb, GS,   .. .       
 PDE,   1988,   03, 10, 061723.31,  10.40,  -60.59,  56, 6.60, MS,BRK,   6DFM       
 PDE,   1988,   03, 10, 063025.47,  10.40,  -60.58,  53, 5.40, mb, GS,   .. .       
 PDE,   1988,   03, 10, 063324.34,  10.39,  -60.50,  47, 5.10, mb, GS,   .. .       
 PDE,   1988,   03, 10, 065048.33,  10.23,  -60.10,  33, 3.90, UK,TRN,   .. .       
 PDE,   1988,   03, 10, 065401.43,  10.47,  -60.22,  33, 3.50, UK,TRN,   .. .       
 PDE,   1988,   03, 10, 071233.49,  10.79,  -60.95,  33, 3.50, UK,TRN,   .. .       
 PDE,   1988,   03, 10, 071725.89,   9.34,  -59.11,  33, 3.70, UK,TRN,   .. .       
 PDE,   1988,   03, 10, 072205.11,  10.16,  -60.16,  33, 4.60, mb, GS,   .. .       
 PDE,   1988,   03, 10, 072628.41,  10.49,  -60.60,  33,     ,   ,   ,   .. .       
 PDE,   1988,   03, 10, 074722.06,  10.17,  -60.32,  33, 4.50, mb, GS,   .. .       
 PDE,   1988,   03, 10, 080910.69,  10.56,  -60.44,  33, 2.90, UKTRN,   .. .       
 PDE,   1988,   03, 10, 091012.74,  10.70,  -60.79,  33, 4.30, UKTRN,   .. .       
 PDE,   1988,   03, 10, 102842.71,  10.09,  -59.89,  33, 4.70, UKTRN,   .. .       
 PDE,   1988,   03, 10, 112004   ,  10.47,  -60.61,  33, 2.90, UKTRN,   .. .       
 PDE,   1988,   03, 10, 121235.68,  10.18,  -60.08,  33, 4.50, mb GS,   .. .       
 PDE,   1988,   03, 10, 130627.87,  10.04,  -59.75,  33, 4.40, UKTRN,   .. .       
 PDE,   1988,   03, 10, 145720   ,  10.57,  -60.75,  33,     ,      ,   .. .       
 PDE,   1988,   03, 10, 170401.21,  10.51,  -60.56,  33, 3.60, UKTRN,   .. .       
 PDE,   1988,   03, 10, 171920.81,  10.10,  -60.06,  33, 3.80, UKTRN,   .. .       
 PDE,   1988,   03, 10, 190602.53,  10.28,  -60.10,  33, 4.00, UKTRN,   .. .       
 PDE,   1988,   03, 10, 231436.19,  10.24,  -60.12,  33, 4.40, mb, GS,   .. .       
 PDE,   1988,   03, 10, 233815.38,  10.42,  -60.07,  33, 4.60, mb, GS,   .. .       
 PDE,   1988,   03, 11, 005806.78,  10.55,  -60.56,  59, 4.90, mb, GS,   .F .       
 PDE,   1988,   03, 11, 013054.83,  10.50,  -60.94,  76, 4.50, mb, GS,   .. .       
 PDE,   1988,   03, 11, 061432.49,  10.53,  -60.47,  54, 4.90, mb, GS,   5F .       
 PDE,   1988,   03, 11, 064847.23,  10.44,  -60.57,  33, 3.90, UKTRN,   .. .       
 PDE,   1988,   03, 11, 103231.22,   9.93,  -59.81,  33, 4.40, MLFDF,   .. .       
 PDE,   1988,   03, 11, 105039.75,  10.52,  -60.73,  33, 4.10, UKTRN,   .. .       
 PDE,   1988,   03, 11, 160107.01,  10.17,  -60.60,  53, 5.20, mb, GS,   .F M       
 PDE,   1988,   03, 12, 043210.30,  10.14,  -60.57,  51, 5.70, mb, GS,   5F M       
 PDE,   1988,   03, 12, 052449.09,  10.42,  -60.42,  33, 4.40, MLFDF,   .. .       
 PDE,   1988,   03, 12, 053026.58,  10.47,  -61.02,  33, 3.40, UKTRN,   .. .       
 PDE,   1988,   03, 12, 091242.25,   9.93,  -59.78,  33, 4.10, UKTRN,   .. .       
 PDE,   1988,   03, 12, 213721.77,  10.04,  -60.03,  20, 4.40, mb, GS,   .. .       
 PDE,   1988,   03, 12, 230008.04,  10.23,  -60.22,  40, 4.70, mb, GS,   .. .       
 PDE,   1988,   03, 13, 170025.70,  10.21,  -60.17,  31, 5.10, MLFDF,   .. .       
 PDE,   1988,   03, 14, 030205.12,  10.57,  -60.97,  33, 3.40, UKTRN,   .. .       
 PDE,   1988,   03, 14, 115332.74,  10.10,  -60.09,  33, 4.40, MLFDF,   .. .       
 PDE,   1988,   03, 14, 144919.57,  10.39,  -60.36,  33, 4.50, MLFDF,   .. .       
 PDE,   1988,   03, 14, 211358.12,  10.48,  -60.61,  55, 3.30, UKTRN,   .. .       
 PDE,   1988,   03, 14, 225035   ,  10.53,  -60.67,  33, 3.00, UKTRN,   .. .       
 PDE,   1988,   03, 14, 232912.45,  10.65,  -60.76,  33, 2.90, UKTRN,   .. .       
 PDE,   1988,   03, 15, 082220.84,  10.49,  -60.63,  33, 3.20, UKTRN,   .. .       
 PDE,   1988,   03, 15, 123539.54,  10.42,  -60.71,  33, 4.20, UKTRN,   .. .       
 PDE,   1988,   03, 16, 054803.81,  10.21,  -60.61,  56, 5.70, mb, GS,   .F M       
 PDE,   1988,   03, 16, 142425.56,  10.45,  -60.45,  56, 4.90, mb, GS,   .. .       
 PDE,   1988,   03, 16, 164634.65,  10.67,  -60.82,  33, 3.10, UKTRN,   .. .       
 PDE,   1988,   03, 17, 111704.50,  10.47,  -60.56,  62, 4.60, mb, GS,   .. .       
 PDE,   1988,   03, 17, 115324.53,  10.76,  -60.91,  33, 3.40, UKTRN,   .. .       
 PDE,   1988,   03, 17, 123123.46,  10.21,  -60.26,  33, 4.00, UKTRN,   .. .       
 PDE,   1988,   03, 17, 195848.59,  10.97,  -61.89,  33, 3.50, UKTRN,   .. .       
 PDE,   1988,   03, 18, 012054.28,  10.04,  -60.17,  33, 4.50, mb, GS,   .. .       
 PDE,   1988,   03, 18, 032252.44,   9.83,  -59.65,  33, 4.10, UKTRN,   .. .       
 PDE,   1988,   03, 18, 100929.03,  10.80,  -60.89,  33, 3.60, UKTRN,   .. .       
 PDE,   1988,   03, 19, 201337.67,  10.72,  -60.79,  33, 3.60, UKTRN,   .. .       
 PDE,   1988,   03, 20, 005426.61,  10.86,  -61.08,  33, 4.50, MLFDF,   .. .       
 PDE,   1988,   03, 23, 072026.11,  10.48,  -61.83,  10, 4.20, UKTRN,   2F .       
 PDE,   1988,   03, 24, 050212.24,  10.64,  -60.77,  33, 3.40, UKTRN,   .. .       
 PDE,   1988,   03, 24, 144451.93,  10.45,  -60.55,  69, 4.40, UKFDF,   .. .       
 PDE,   1988,   03, 25, 033807.35,  10.68,  -60.90,  33, 2.80, UKTRN,   .. .       
 PDE,   1988,   03, 25, 145222.31,  10.86,  -62.29,  33,     ,      ,   .. .       
 PDE,   1988,   03, 25, 162047.16,  10.18,  -60.60,  56, 5.20, mb, GS,   5F M       
 PDE,   1988,   03, 26, 231654.01,  11.47,  -61.98,  29, 3.60, UKTRN,   .. .       
 PDE,   1988,   03, 27, 185730.75,   6.89,  -72.94, 157, 4.60, mb, GS,   .. .       
 PDE,   1988,   03, 28, 000752.26,  10.75,  -60.96,  33,     ,      ,   .. .       
 PDE,   1988,   03, 29, 014258.34,  10.92,  -62.11,  33,     ,      ,   .. .       
 PDE,   1988,   03, 29, 133754.48,  10.47,  -65.01,  17, 5.10, mb, GS,   .F M       
 PDE,   1988,   03, 29, 134636.72,  10.48,  -64.93,  19, 4.80, mb, GS,   .F .       
 PDE,   1988,   03, 30, 040747.77,  10.76,  -61.02,  33,     ,   ,   ,   .. .       
 PDE,   1988,   03, 30, 100351.25,  10.63,  -60.91,  33,     ,   ,   ,   .. .       
 PDE,   1988,   03, 30, 101039.61,  10.54,  -60.58,  33,     ,   ,   ,   .. .       
 PDE,   1988,   03, 30, 231954.93,  10.65,  -62.59,  79, 4.10, mb, GS,   .. .       
 PDE,   1988,   03, 31, 000202.48,  10.24,  -60.76,  33,     ,   ,   ,   .. .       
 PDE,   1988,   03, 31, 081639.21,  10.50,  -61.01,  33,     ,   ,   ,   .. .       
 PDE,   1988,   04, 01, 125933.63,  10.34,  -60.80,  63, 4.50, mb, GS,   .. .       
 PDE,   1988,   04, 01, 183101.55,   6.99,  -73.22, 190, 4.10, mb, GS,   .. .       
 PDE,   1988,   04, 12, 194142.77,  10.69,  -62.86,  97, 5.50, mb, GS,   .F M       
 PDE,   1988,   04, 15, 021959.33,   8.43,  -73.24, 155, 4.40, mb, GS,   .F .       
 PDE,   1988,   04, 16, 070735.30,  11.41,  -62.07, 141, 4.50, mb, GS,   .. .       
 PDE,   1988,   04, 22, 101618.38,  10.05,  -60.11,  50, 4.40, UKFDF,   .. .       
 PDE,   1988,   04, 28, 221543.10,  10.31,  -60.48,  55, 4.60, mb GS,   4F .       
 PDE,   1988,   04, 30, 213739.65,  10.49,  -61.96,  58, 4.20, mb GS,   5F .       
 PDE,   1988,   05, 04, 083335.77,   6.95,  -72.95, 156,     ,      ,   .. .       
 PDE,   1988,   05, 07, 031522.33,  11.55,  -61.29,  42, 4.80, MLFDF,   .. .       
 PDE,   1988,   05, 08, 031542.93,  10.10,  -60.25,  33, 4.50, MDTRN,   3F .       
 PDE,   1988,   05, 26, 120040.27,   6.85,  -72.88, 160, 4.40, mb, GS,   .. .       
 PDE,   1988,   05, 29, 205633.45,  10.68,  -62.57,  93, 4.10, mb, GS,   .. .       
