 CAT,  YEAR, MO, DAY, ORIG_TIME,  LAT,  LON, DEP, MAG, IEFM, DTS, DIST
 PDE,   1988,   06, 01, 185629.53,   6.77,  -72.53, 154, 4.30, mb, GS,   .. .       
 PDE,   1988,   06, 02, 030329.73,   6.87,  -73.03, 156, 5.10, mb, GS,   .. .       
 PDE,   1988,   06, 04, 032955.16,  10.43,  -60.34,  58, 4.50, mb, GS,   .. .       
 PDE,   1988,   06, 06, 022913.68,  10.36,  -60.60,  60, 4.80, MDTRN,   .. .       
 PDE,   1988,   06, 20, 164528.44,  10.97,  -69.31,  27, 4.60, mb, GS,   .. .       
 PDE,   1988,   06, 24, 085753.33,  10.21,  -60.56,  38, 6.00, mb, GS,   5FF.       
 PDE,   1988,   06, 24, 102753.74,  10.30,  -61.72,  50, 4.30, MDTRN,   .F .       
 PDE,   1988,   06, 24, 103031.11,   6.87,  -73.03, 155, 4.30, mb, GS,   .. .       
 PDE,   1988,   06, 26, 070324.80,  10.31,  -60.58,  58, 5.00, mb, GS,   .. .       
 PDE,   1988,   06, 28, 131549.29,   6.80,  -73.18, 158,     ,   ,   ,   .. .       
 PDE,   1988,   06, 30, 054437.40,   7.30,  -72.05,  33, 4.50, mb, GS,   .. .       
 PDE,   1988,   06, 30, 091141.65,   6.88,  -73.14, 155, 4.50, mb, GS,   .. .       
 PDE,   1988,   07, 03, 021656.96,   6.88,  -73.12, 158, 4.30, mb, GS,   .. .       
 PDE,   1988,   07, 06, 194850.36,  11.07,  -62.58, 117, 5.10, mb, GS,   .F .       
 PDE,   1988,   07, 09, 213213.29,   6.83,  -73.25, 173, 4.00, mb, GS,   .. .       
 PDE,   1988,   07, 12, 095554.04,   9.85,  -71.38,  29, 5.50, mb, GS,   .D M       
 PDE,   1988,   07, 12, 175912.84,  10.16,  -62.49,   5, 5.20, mb, GS,   .F M       
 PDE,   1988,   07, 17, 212310.13,   6.81,  -73.09, 155, 4.90, mb, GS,   .F .       
 PDE,   1988,   07, 18, 071050.05,   6.84,  -72.97, 158, 4.40, mb, GS,   .. .       
 PDE,   1988,   08, 11, 013417.18,  10.86,  -62.45,  33, 4.40, MLFDF,   2F .       
 PDE,   1988,   08, 11, 014314.35,  10.89,  -62.13,  33,     ,   ,   ,   .. .       
 PDE,   1988,   08, 14, 120856.84,   6.89,  -73.16, 161, 4.60, mb, GS,   .. .       
 PDE,   1988,   08, 22, 113011.64,   9.94,  -71.10,  10,     ,   ,   ,   .F .       
 PDE,   1988,   08, 23, 103422.15,   6.86,  -73.04, 159, 3.80, mb, GS,   .. .       
 PDE,   1988,   08, 25, 005932.20,   7.41,  -73.24, 130,     ,   ,   ,   .. .       
 PDE,   1988,   08, 25, 162927.24,   7.13,  -72.09,  33, 4.10, mb, GS,   .. .       
 PDE,   1988,   08, 27, 033546   ,  10.83,  -62.18,  82,     ,   ,   ,   .. .       
 PDE,   1988,   09, 01, 080008.40,  11.25,  -62.01,  89,     ,   ,   ,   .. .       
 PDE,   1988,   09, 02, 061849.77,  10.37,  -62.67,  10, 4.10, mb, GS,   .. .       
 PDE,   1988,   09, 02, 083021.74,  10.06,  -60.36,  90,     ,   ,   ,   .. .       
 PDE,   1988,   09, 08, 180956.54,  10.20,  -60.36,  10,     ,   ,   ,   .. .       
 PDE,   1988,   09, 11, 111855.35,  11.97,  -61.10,  10, 4.10, MLFDF,   .. .       
 PDE,   1988,   09, 14, 014323.28,  10.66,  -60.84,  10,     ,   ,  ,   .. .       
 PDE,   1988,   09, 15, 071942.73,  10.60,  -60.83,  31,     ,   ,  ,   .. .       
 PDE,   1988,   09, 15, 171001.93,  11.58,  -61.30,  10,     ,   ,  ,   .. .       
 PDE,   1988,   09, 16, 151704.21,  10.55,  -62.01,  10,     ,   ,  ,   .. .       
 PDE,   1988,   09, 19, 042237.07,  10.95,  -61.24,  33,     ,   ,  ,   .. .       
 PDE,   1988,   09, 24, 220428.62,  11.97,  -60.27,  33, 4.20, MLFDF,   .. .       
 PDE,   1988,   09, 24, 220627.91,  11.98,  -60.38,  19, 4.30, MLFDF,   .. .       
 PDE,   1988,   09, 25, 002107.29,  11.94,  -60.20,  33, 4.20, MLFDF,   .. .       
 PDE,   1988,   09, 25, 093423.41,  10.65,  -60.77,  33,     ,      ,   .. .       
 PDE,   1988,   09, 26, 035401.08,  10.90,  -65.53,  19, 4.70, mb, GS,   .F .       
 PDE,   1988,   09, 28, 152946.76,  11.14,  -62.17,  33,     ,   ,   ,   .. .       
 PDE,   1988,   10, 03, 021600.01,  11.65,  -61.20,  92,     ,   ,   ,   .. .       
 PDE,   1988,   10, 05, 060706.93,  10.87,  -61.73,  33,     ,   ,   ,   .. .       
 PDE,   1988,   10, 06, 182347.59,   6.87,  -73.07, 157, 4.00, mb, GS,   .. .       
 PDE,   1988,   10, 10, 021345.36,  11.05,  -61.78,  33,     ,   ,   ,   .. .       
 PDE,   1988,   11, 02, 091926.43,  10.75,  -60.94,  10,     ,   ,   ,   .. .       
 PDE,   1988,   11, 02, 210250.13,  10.14,  -60.12,  33,     ,   ,   ,   .. .       
 PDE,   1988,   11, 03, 010940.20,   6.83,  -73.01, 153, 3.90, mb, GS,   .. .       
 PDE,   1988,   11, 03, 084905.92,  10.99,  -61.91,  33,     ,   ,   ,   .. .       
 PDE,   1988,   11, 04, 230358.63,  10.52,  -60.54,  33,     ,   ,   ,   .. .       
 PDE,   1988,   11, 06, 170301.53,   8.28,  -73.15, 181, 4.50, mb, GS,   .. .       
 PDE,   1988,   11, 07, 062443.14,  10.62,  -60.81,  33,     ,   ,   ,   .. .       
 PDE,   1988,   11, 08, 080418.97,  10.82,  -63.12,  10,     ,   ,   ,   .. .       
 PDE,   1988,   11, 09, 194936.09,  10.92,  -62.93, 172,     ,   ,   ,   .. .       
 PDE,   1988,   11, 10, 012207.18,  11.85,  -73.26,  33,     ,   ,   ,   3F .       
 PDE,   1988,   11, 22, 011849.63,  10.68,  -61.75,  33,     ,   ,   ,   .. .       
 PDE,   1988,   11, 22, 111657.36,  10.84,  -62.01,  83, 4.20, mb, GS,   3F .       
 PDE,   1988,   11, 24, 112833.48,  10.92,  -61.76,  33,     ,   ,   ,   .. .       
 PDE,   1988,   12, 02, 182517.91,  10.29,  -60.76,  33,     ,   ,   ,   .. .       
 PDE,   1988,   12, 04, 004100.97,   9.98,  -60.16,  30, 4.80, mb, GS,   .. .       
 PDE,   1988,   12, 04, 042846.91,  11.81,  -60.99,  31, 3.80, MLFDF,   .. .       
 PDE,   1988,   12, 15, 201650.06,  10.93,  -62.52,  94, 5.00, mb, GS,   .F .       
 PDE,   1988,   12, 21, 163756.88,   7.05,  -73.20, 175, 4.20, mb, GS,   .. .       
 PDE,   1988,   12, 21, 194304.75,  11.27,  -61.70,  10,     ,   ,   ,   .. .       
 PDE,   1988,   12, 23, 142035.61,   6.96,  -73.16, 152,     ,   ,   ,   .. .       
 PDE,   1988,   12, 24, 175759.11,   7.10,  -72.27,  51, 4.60, mb, GS,   .. .       
 PDE,   1988,   12, 25, 185214.20,   7.06,  -72.78, 107, 4.40, mb, GS,   .. .       
 PDE,   1988,   12, 27, 004427.80,  10.23,  -62.54,  10,     ,   ,   ,   .. .       
 PDE,   1988,   12, 28, 020937   ,   6.93,  -73.14, 159,     ,   ,   ,   .. .       
 PDE,   1989,   01, 02, 063424.02,  11.77,  -59.38,  10, 3.90, UKFDF,   .. .       
 PDE,   1989,   01, 05, 162055.47,  10.55,  -62.17,  10,     ,   ,   ,   .. .       
 PDE,   1989,   01, 07, 093933.43,   6.81,  -72.98, 166, 5.00, mb, GS,   .. .       
 PDE,   1989,   01, 17, 210955.43,  10.39,  -59.17,  10,     ,   ,   ,   .. .       
 PDE,   1989,   01, 19, 144333.61,  10.97,  -62.35, 123,     ,   ,   ,   .. .       
 PDE,   1989,   01, 25, 224733.85,  10.67,  -60.91,  33,     ,   ,   ,   .. .       
 PDE,   1989,   01, 29, 013718.55,   6.91,  -72.88, 135, 4.70, mb, GS,   .. .       
 PDE,   1989,   01, 29, 032701.96,  10.45,  -63.90,  54,     ,   ,   ,   .. .       
 PDE,   1989,   01, 30, 074544.54,   7.88,  -72.07,  39, 5.40, mb, GS,   .F .       
 PDE,   1989,   01, 30, 223446.45,  10.35,  -60.35,  10,     ,   ,   ,   .. .       
 PDE,   1989,   02, 01, 224820.19,  11.05,  -61.74,  33,     ,   ,   ,   .. .       
 PDE,   1989,   02, 03, 130512.54,  11.75,  -61.19,  77, 4.70, mb, GS,   .F .       
 PDE,   1989,   02, 04, 183213.08,   7.96,  -72.05,  46, 4.70, mb, GS,   .. .       
 PDE,   1989,   02, 05, 153512.34,  10.90,  -61.46,  33,     ,   ,   ,   .. .       
 PDE,   1989,   02, 06, 093442.33,  11.81,  -61.03,  30, 3.80, UKFDF,   .. .       
 PDE,   1989,   02, 07, 162103.52,  11.24,  -61.92,  33,     ,      ,   .. .       
 PDE,   1989,   02, 10, 175511.36,  10.82,  -62.85,  33, 4.20, UKFDF,   .. .       
 PDE,   1989,   02, 10, 233949.60,  10.43,  -62.06,  30, 4.30, UKFDF,   .. .       
 PDE,   1989,   02, 11, 005223.42,   6.84,  -73.00, 163, 4.40, mb, GS,   .. .       
 PDE,   1989,   02, 11, 124940.38,   7.93,  -72.21,  33, 4.40, mb, GS,   .. .       
 PDE,   1989,   02, 14, 103736.02,  10.58,  -61.92,  27,     ,   ,   ,   .. .       
 PDE,   1989,   02, 14, 222541.48,   7.03,  -72.89, 142, 4.60, mb, GS,   .. .       
 PDE,   1989,   02, 16, 050005.79,  10.69,  -60.89,  10,     ,   ,   ,   .. .       
 PDE,   1989,   02, 21, 143335.34,  11.92,  -61.53, 100, 4.40, mb, GS,   .. .       
 PDE,   1989,   02, 22, 092845.04,  11.10,  -61.87,  27,     ,   ,   ,   .. .       
 PDE,   1989,   02, 22, 151710.20,  10.95,  -61.88,  33,     ,   ,   ,   .. .       
 PDE,   1989,   02, 27, 234622.37,   6.90,  -72.80, 141, 4.90, mb, GS,   .. .       
 PDE,   1989,   02, 28, 053815.90,  12.58,  -60.56,  33,     ,   ,   ,   .. .       
 PDE,   1989,   03, 04, 041003.07,  10.62,  -62.44,  33,     ,   ,   ,   .. .       
 PDE,   1989,   03, 05, 190613.44,  11.57,  -61.59,  31,     ,   ,   ,   .. .       
 PDE,   1989,   03, 08, 192501.14,  10.66,  -62.63,  33,     ,   ,   ,   .. .       
 PDE,   1989,   03, 08, 212509.42,  11.01,  -61.82,  33,     ,   ,   ,   .. .       
 PDE,   1989,   03, 15, 074251.67,  10.59,  -61.12,  10, 3.60, MDTRN,   .. .       
 PDE,   1989,   03, 16, 031147.16,  10.40,  -62.17,  10, 4.20, MLFDF,   .. .       
 PDE,   1989,   03, 20, 013912.06,  10.39,  -62.18,  10, 4.60, MLFDF,   .. .       
 PDE,   1989,   03, 20, 182526.09,   9.72,  -62.10,  10,     ,      ,   .. .       
 PDE,   1989,   03, 24, 162342.10,  11.05,  -61.78,  33, 3.50, MDTRN,   .. .       
 PDE,   1989,   03, 25, 163142.92,   6.76,  -73.11, 161, 4.90, mb, GS,   .. .       
 PDE,   1989,   03, 28, 150808.49,  11.15,  -61.85,  33, 3.50, MDTRN,   .. .       
 PDE,   1989,   03, 29, 232228.60,  10.40,  -62.54,  10, 3.90, MDTRN,   .. .       
 PDE,   1989,   04, 02, 213030.75,   6.60,  -73.42, 188, 4.40, mb, GS,   .. .       
 PDE,   1989,   04, 03, 002622.30,  10.75,  -60.82,  10, 3.30, MDTRN,   .. .       
 PDE,   1989,   04, 03, 014550.73,  10.72,  -62.39,  92, 3.90, MDTRN,   2F .       
 PDE,   1989,   04, 07, 125441.61,   6.81,  -73.04, 150, 4.90, mb, GS,   .F .       
 PDE,   1989,   04, 10, 121040.90,  11.20,  -61.79,  10, 3.40, MDTRN,   .. .       
 PDE,   1989,   04, 11, 095554.70,  11.23,  -61.69,  10, 3.00, MDTRN,   .. .       
 PDE,   1989,   04, 11, 190120.23,  11.74,  -59.84,  10, 4.00, MLFDF,   .. .       
 PDE,   1989,   04, 13, 141431.77,  11.38,  -61.80,  10, 3.60, UKTRN,   .. .       
 PDE,   1989,   04, 14, 075645.12,   6.95,  -73.00, 150, 4.60, mb, GS,   .. .       
 PDE,   1989,   04, 15, 142641.25,   8.45,  -61.04,  23, 5.80, mb, GS,   .FFM       
 PDE,   1989,   04, 17, 125713.07,  11.46,  -61.48,  10, 3.30, MDTRN,   .. .       
 PDE,   1989,   04, 19, 235457.28,   7.18,  -73.81, 128,     ,   ,   ,   .. .       
 PDE,   1989,   04, 21, 013346.59,  11.14,  -62.13,  33, 3.60, MDTRN,   .. .       
 PDE,   1989,   04, 25, 080757.58,  10.67,  -62.77,  10,     ,   ,  ,   .. .       
 PDE,   1989,   04, 29, 235226.75,  10.94,  -62.12,  33, 3.70, MDTRN,   .. .       
 PDE,   1989,   04, 30, 002944.99,  11.30,  -68.07,  10, 4.90, mb, GS,   .. .       
 PDE,   1989,   04, 30, 082254.01,  10.96,  -68.32,  20, 6.40, MSBRK,   .D M       
 PDE,   1989,   04, 30, 093006.49,  11.76,  -68.42,  10, 4.60, mb, GS,   .. .       
 PDE,   1989,   04, 30, 170303.24,   9.40,  -61.35,  33, 3.80, MDTRN,   .. .       
 PDE,   1989,   04, 30, 212452.68,  11.24,  -68.05,  10, 4.60, mb, GS,   .. .       
 PDE,   1989,   05, 03, 192753.05,  11.24,  -60.90,  32, 3.50, MDTRN,   .. .       
 PDE,   1989,   05, 04, 002206.74,  11.04,  -68.27,  15, 5.40, mb, GS,   .D M       
 PDE,   1989,   05, 04, 054114.34,  11.79,  -61.10,  30, 3.50, MDTRN,   .. .       
 PDE,   1989,   05, 05, 024731.41,  10.43,  -60.62,  56, 3.60, MDTRN,   .. .       
 PDE,   1989,   05, 09, 214207.02,  11.55,  -61.99,  30, 3.30, MDTRN,   .. .       
 PDE,   1989,   05, 16, 154912.65,   6.97,  -73.15, 157,     ,   ,   ,   .. .       
 PDE,   1989,   05, 16, 200322.76,  10.27,  -60.46,  26, 3.50, MDTRN,   .. .       
 PDE,   1989,   05, 24, 012209.98,  10.96,  -65.03,  24, 3.80, Ms GS,   .F .       
 PDE,   1989,   05, 25, 033304.51,   8.88,  -62.01,  33,     ,      ,   .. .       
 PDE,   1989,   05, 30, 010319.02,  10.55,  -60.57,  33, 3.40, MDTRN,   .. .       
 PDE,   1989,   05, 31, 041514.86,   6.80,  -73.02, 171, 5.10, mb, GS,   .. .       
 PDE,   1989,   06, 01, 075742.91,  10.52,  -62.22,  10, 3.60, MDTRN,   .. .       
 PDE,   1989,   06, 02, 140217.34,  11.80,  -73.15,  60, 4.50, mb, GS,   .. .       
 PDE,   1989,   06, 03, 005029.47,   9.98,  -60.34,  88, 3.50, MDTRN,   .. .       
 PDE,   1989,   06, 12, 081336.30,  11.01,  -61.67,  10,     ,   ,   ,   .. .       
 PDE,   1989,   06, 14, 224941.68,  10.21,  -60.02,  10,     ,   ,   ,   .. .       
 PDE,   1989,   06, 15, 155158.60,   6.80,  -73.02, 162, 5.10, mb, GS,   .F M       
 PDE,   1989,   06, 16, 164446.69,  10.25,  -62.41,  33, 4.80, MLFDF,   .. .       
 PDE,   1989,   06, 22, 100710.35,  10.65,  -60.84,  33,     ,   ,   ,   .. .       
 PDE,   1989,   06, 26, 122107.61,   6.83,  -73.01, 163, 4.70, mb, GS,   .. .       
 PDE,   1989,   06, 27, 170921.29,  10.56,  -61.84,  10,     ,   ,   ,   .. .       
 PDE,   1989,   06, 27, 195259.10,  10.68,  -61.71,  33,     ,   ,   ,   .. .       
 PDE,   1989,   06, 28, 000155.12,  11.51,  -60.07,  10,     ,   ,   ,   .. .       
 PDE,   1989,   06, 29, 231815.25,  11.52,  -59.85,  10, 4.50, mb, GS,   .. .       
 PDE,   1989,   07, 04, 071639.89,  11.16,  -62.06,  33, 4.30, UKFDF,   .. .       
 PDE,   1989,   07, 05, 125006.05,  10.72,  -62.19,  73,     ,   ,   ,   .. .       
 PDE,   1989,   07, 10, 123004.72,  10.66,  -60.83,  33,     ,   ,   ,   .. .       
 PDE,   1989,   07, 15, 034515.94,   6.78,  -73.14, 168, 3.80, mb, GS,   .. .       
 PDE,   1989,   07, 21, 093409.33,  10.81,  -61.98,  78, 4.30, mb, GS,   .F .       
 PDE,   1989,   07, 23, 090115.71,  10.89,  -60.47,  33, 2.80, MDTRN,   .. .       
 PDE,   1989,   07, 29, 191556.47,  11.10,  -61.71,  10, 3.40, MDTRN,   .. .       
 PDE,   1989,   07, 30, 131743.80,  10.42,  -60.72,  33, 3.40, MDTRN,   .. .       
 PDE,   1989,   07, 31, 082012.32,  10.91,  -61.52,  33, 3.10, MDTRN,   .. .       
 PDE,   1989,   07, 31, 202945.66,  10.99,  -62.01,  79, 3.70, MDTRN,   .. .       
 PDE,   1989,   08, 07, 224256.83,  10.71,  -62.21,  90, 3.80, mb, GS,   .. .       
 PDE,   1989,   08, 12, 103919.45,  10.60,  -62.45, 128,     ,      ,   .. .       
 PDE,   1989,   08, 15, 164733.70,  10.36,  -72.96,  90, 5.10, mb, GS,   .. .       
 PDE,   1989,   08, 22, 004202.84,   6.76,  -72.97, 156, 4.90, mb, GS,   .F .       
 PDE,   1989,   08, 22, 022334.69,   6.66,  -73.26, 189, 5.00, mb, GS,   .F .       
 PDE,   1989,   08, 23, 105415.54,  10.31,  -60.59,  33, 3.40, MDTRN,   .. .       
 PDE,   1989,   08, 28, 103253.14,  11.10,  -62.05, 104, 3.80, MDTRN,   .F .       
 PDE,   1989,   08, 28, 160619.61,  10.58,  -62.54,  33, 3.50, MDTRN,   .. .       
 PDE,   1989,   08, 30, 090701.15,   6.74,  -73.56, 187, 4.40, mb, GS,   .. .       
 PDE,   1989,   08, 30, 112819.20,  10.27,  -62.04,  10,     ,   ,   ,   .. .       
 PDE,   1989,   09, 01, 140243.94,  10.34,  -63.72,  10, 4.60, mb, GS,   .. .       
 PDE,   1989,   09, 08, 191028.83,  10.99,  -61.78,  33,     ,   ,   ,   .. .       
 PDE,   1989,   09, 09, 231955.20,  11.74,  -61.96, 144, 4.30, UKFDF,   .. .       
 PDE,   1989,   09, 14, 013607.84,  11.62,  -61.30,  33,     ,    ,  ,   .. .       
 PDE,   1989,   09, 14, 015736.73,  11.27,  -61.18,  33, 3.20, MDTRN,   .. .       
 PDE,   1989,   09, 14, 080638.80,  10.56,  -60.30,  70, 4.00, MDTRN,   .. .       
 PDE,   1989,   09, 16, 112824.61,  10.56,  -60.30,  80, 3.50, MDTRN,   .. .       
 PDE,   1989,   09, 24, 105354.28,   9.98,  -59.85,  47, 5.20, MDTRN,   .. M       
 PDE,   1989,   09, 24, 165652.29,  10.38,  -59.89,  59, 4.50, mb, GS,   .. .       
 PDE,   1989,   09, 24, 203712.07,   6.99,  -73.12, 175, 4.80, mb, GS,   .. .       
 PDE,   1989,   09, 27, 233134.74,  10.41,  -60.49, 114, 4.40, MDTRN,   .. .       
 PDE,   1989,   10, 01, 050259.93,  10.89,  -62.24,  32, 3.60, MDTRN,   .. .       
 PDE,   1989,   10, 06, 054842.31,  10.32,  -59.73,  10,     ,   ,   ,   .. .       
 PDE,   1989,   10, 12, 171637.30,  11.82,  -62.24, 150, 3.60, MDTRN,   .. .       
 PDE,   1989,   10, 12, 213337.66,   9.71,  -69.76,  10,     ,   ,   ,   .F .       
 PDE,   1989,   10, 14, 044204.97,  10.83,  -62.30,  86,     ,   ,   ,   .. .       
 PDE,   1989,   10, 18, 060414.46,  11.08,  -61.90,  33,     ,   ,   ,   .. .       
 PDE,   1989,   10, 20, 064624.14,  10.99,  -61.99,  33, 3.70, MDTRN,   .. .       
 PDE,   1989,   10, 23, 002220.83,  10.34,  -61.36,  33, 3.80, MDTRN,   3F .       
 PDE,   1989,   10, 23, 044255.59,   9.37,  -69.92,  10,     ,   ,  ,   .. .       
 PDE,   1989,   10, 23, 084014.82,  11.73,  -61.21,  33, 3.40, MDTRN,   .. .       
 PDE,   1989,   10, 24, 061240.92,  10.83,  -61.47,  32, 2.50, MDTRN,   .. .       
 PDE,   1989,   10, 25, 150648.16,   8.81,  -70.80,  10, 4.40, mb, GS,   .. .       
 PDE,   1989,   10, 26, 164446.22,  10.66,  -61.43,  33, 2.30, MDTRN,   .. .       
 PDE,   1989,   10, 27, 053859.21,  10.97,  -62.24,  33, 3.10, MDTRN,   .. .       
 PDE,   1989,   10, 27, 082424.67,   6.83,  -73.06, 159, 5.10, mb, GS,   .. .       
 PDE,   1989,   10, 28, 174803.61,   8.84,  -63.06,  10,     ,   ,   ,   .. .       
 PDE,   1989,   10, 30, 193006.18,  12.37,  -59.61,  10, 3.90, MDTRN,   .. .       
 PDE,   1989,   10, 31, 005056.49,   6.18,  -73.39, 196,     ,   ,   ,   .. .       
 PDE,   1989,   11, 05, 194627.49,  11.21,  -61.89,  33, 3.50, MDTRN,   .. .       
 PDE,   1989,   11, 16, 160748.55,  11.52,  -62.07,  33, 2.60, MDTRN,   .. .       
 PDE,   1989,   11, 17, 031543.85,  11.02,  -61.85,  33,     ,   ,  ,   .. .       
 PDE,   1989,   11, 18, 224347.54,  10.64,  -60.72,  33, 3.10, MDTRN,   .. .       
 PDE,   1989,   11, 19, 015240.23,  11.55,  -61.81,  33, 3.90, MDTRN,   .. .       
 PDE,   1989,   11, 19, 030654.16,  10.53,  -62.26,  10, 3.50, MDTRN,   .. .       
 PDE,   1989,   11, 20, 230739.21,  11.22,  -60.63,  38, 3.40, MDTRN,   .. .       
 PDE,   1989,   11, 23, 004154.76,   7.00,  -72.89, 136, 4.40, mb, GS,   .. .       
 PDE,   1989,   11, 23, 210324.06,   6.65,  -73.33, 187, 4.20, mb, GS,   .. .       
 PDE,   1989,   11, 25, 033207.24,  11.16,  -62.04,  33, 3.20, MDTRN,   .. .       
 PDE,   1989,   11, 25, 115344.66,   6.75,  -73.02, 176, 4.60, mb, GS,   .. .       
 PDE,   1989,   11, 28, 223251.03,  10.30,  -61.41,  33, 2.60, MDTRN,   .. .       
 PDE,   1989,   11, 29, 101959.45,  10.97,  -61.17,  33, 2.80, MDTRN,   .. .       
 PDE,   1989,   11, 29, 224141.73,  11.43,  -61.31,  59, 3.10, MDTRN,   .. .       
 PDE,   1989,   12, 01, 032916.43,  10.98,  -61.92,  33, 2.70, MDTRN,   .. .       
 PDE,   1989,   12, 02, 022724.35,  10.35,  -61.45,  33, 2.80, MDTRN,   .. .       
 PDE,   1989,   12, 10, 153831.31,  10.97,  -62.48,  33, 3.10, MDTRN,   .. .       
 PDE,   1989,   12, 11, 232505.90,   9.25,  -62.20,  10,     ,    ,  ,   .. .       
 PDE,   1989,   12, 13, 134407.07,  11.06,  -61.98,  33, 3.30, MDTRN,   .. .       
 PDE,   1989,   12, 14, 035803.01,  12.72,  -59.47,  29, 4.00, MDTRN,   .. .       
 PDE,   1989,   12, 14, 225451.51,  11.27,  -62.30,  28, 3.50, MDTRN,   2F .       
 PDE,   1989,   12, 16, 143856.54,   6.61,  -73.62, 190, 4.40, mb, GS,   .. .       
 PDE,   1989,   12, 16, 202845.74,   6.81,  -71.78,  35, 4.70, mb, GS,   .. .       
 PDE,   1989,   12, 19, 074223.29,  10.82,  -61.56,  33, 3.20, MDTRN,   .F .       
 PDE,   1989,   12, 20, 103009   ,  11.06,  -61.96,  33, 3.10, MDTRN,   .. .       
 PDE,   1989,   12, 20, 105943.80,  11.45,  -61.73,  10,     ,    ,  ,   .. .       
 PDE,   1989,   12, 20, 181544.26,  11.04,  -61.78,  10, 3.20, MDTRN,   .. .       
 PDE,   1989,   12, 21, 151613.48,  11.14,  -62.03,  33, 3.00, MDTRN,   .. .       
 PDE,   1989,   12, 23, 035534.07,  10.45,  -61.82,   5,     ,    ,  ,   .. .       
 PDE,   1989,   12, 23, 142526.31,  10.81,  -62.75,  10, 3.50, MDTRN,   .. .       
 PDE,   1989,   12, 24, 223605.89,  10.41,  -62.24,  22, 4.40, UKFDF,   .. .       
 PDE,   1989,   12, 28, 174709.65,  10.84,  -62.31,  66, 3.60, MDTRN,   .. .       
 PDE,   1989,   12, 31, 185123.01,  10.40,  -62.61,  10, 3.90, MDTRN,   .. .       